형태소,빈도수
되어가는데도,1
느낀,1
아직도,1
생각나,1
적당하고,1
야들야들하고,1
나용,1
말린거,1
났어용,1
딱인,1
찾고,1
계신,1
드립니당,1
배부,1
싸게,1
낭비,1
인거,1
아니냐고,1
갔어요,1
개수,1
홀렸,1
적정한,1
들이었어요,1
적게,1
돔배,1
특산,1
투어,1
알려주신,1
이중섭,1
골고루,1
보물섬,1
했으나,1
알았으나,1
청경채,1
국맛,1
와는,1
맞음,1
먹으려면,1
실하다,1
나오는데도,1
걸렸고,1
먹나,1
싶더라구요,1
고추장,1
이거야,1
치더라도,1
먹어야겠어요,1
잡아도,1
유명하고,1
선다고,1
긴장,1
없거,1
생겨서,1
일전,1
두껍고,1
갈치였음,1
있었으나,1
스타,1
일다,1
시키는것,1
먹어야겠다,1
나갈,1
되니까,1
생기더라,1
건지는,1
들긴,1
될수도,1
유명했지만,1
요미,1
유명해졌다는,1
유명하다길래,1
가보았어요,1
한쪽,1
연예인,1
싸인,1
많았,1
고갈,1
치구,1
두툼,1
먹으라고,1
알겠더라고요,1
친절하셨고,1
좋아하진,1
받는군요,1
아쉽네요,1
빼곤,1
별도,1
호구,1
잇다고,1
남기는,1
않겠으나,1
산를,1
삼만원,1
늦게와,1
가려던,1
인걸,1
직전,1
에야,1
버려서,1
에다,1
돌하니,1
남았다,1
편이었는데,1
이었다는,1
비싸지만,1
크더라구요,1
랑은,1
달랐어요,1
보시,1
국자,1
있었고요,1
할만,1
삼삼해서,1
특별했습니다,1
무게,1
달랐는데,1
끓이기,1
볶다가,1
강하더라고요,1
색도,1
투명하지,1
은은한,1
초록빛,1
잡아줘서,1
평범했어요,1
재미있게도,1
좋았네요,1
떨어져요,1
깜빡,1
화나셨어요,1
인터넷,1
올리라고,1
적습니다,1
미지근하게,1
재활용,1
아니냐며,1
클레,1
걸었는데,1
온도,1
하시며,1
죄송하다고,1
갖다주셨는데,1
따뜻해,1
베여,1
나오시고,1
이야기,1
초심,1
잃지,1
마시고,1
하셨으면,1
좋겠습니다,1
왔으면,1
야하니,1
수요,1
회의,1
넘어,1
비어있는,1
들어가기,1
사이,1
귀퉁이,1
쉽지는,1
않기에,1
동문,1
시장,1
걸린듯,1
더운데,1
길이,1
그늘,1
빼면,1
적당했어요,1
유명하니,1
당기는,1
동감,1
맛있더라는,1
외로,1
탱탱한데,1
편해서,1
높았어요,1
갈치인줄,1
신선하니,1
적절했어요,1
번잡,1
하다는,1
걸러,1
맛있네,1
만족스러,1
없어지나,1
보더,1
무지무지,1
만큼은,1
흙돼지,1
들어었어서,1
갈릴것,1
완벽,1
아끼지,1
않음에도,1
아쉽지,1
기대하고,1
엄청났다,1
비싼만큼,1
알차고,1
조용조,1
용하니,1
여유롭게,1
타이밍,1
앉긴,1
평상시,1
늦어서,1
괜찮았고,1
그랬고,1
프랜차이즈,1
심하네요,1
불친절해서,1
오고싶지,1
태풍,1
부하,1
부리듯이,1
특별함이,1
할꺼,1
없다고,1
배운,1
솜씨,1
청출어람,1
아니더라,1
든든해서,1
굶어도,1
아쉬우니,1
떼울만,1
찾아보니,1
배우신,1
차리신,1
대감,1
갖고,1
장난,1
아니라는,1
접객,1
붙어서,1
있긴,1
기다리지,1
먹었음,1
대파,1
쳐인,1
어짜피,1
거들,1
관건,1
받았던,1
받지는,1
제철,1
잡아,1
튀겼고,1
얇으면서,1
겼고,1
잡내가,1
돼지롤까스,1
모짜렐라,1
체다,1
튀기다,1
하겠더라,1
괜찮,1
긴한데,1
부르는,1
멀긴,1
대리,1
그리워지는,1
트레,1
식탁,1
신발,1
쩍쩍,1
달라붙음,1
비슷함,1
떠나서,1
다신,1
없을듯,1
과대,1
지난번,1
낮네시,1
기다리지도,1
간식,1
식탐,1
인과,1
씹으면,1
아플,1
바사삭,1
거림,1
주니,1
볶에,1
쫀쫀해,1
많을까봐,1
맛있었을듯,1
쓱쓱,1
같은건데,1
튀기니까,1
느껴짐,1
느낌이었음,1
몰고가,1
운전자,1
리기,1
여우비,1
맞으면서,1
추웠을,1
섰지만,1
맛없는건,1
아닙니다만,1
느꼈습니다,1
매우면서,1
바삭바삭함,1
기다리면서까지,1
먹어야하는지는,1
점원,1
덕후,1
는걸,1
아까웠던,1
번은,1
떠오르지,1
좋을듯,1
비싸다,1
손맛,1
무관,1
그랬다,1
들어가있음,1
쫄깃쫄깃하,1
자꾸나,1
배불렀던,1
이바,1
맛있는게,1
대해,1
하자,1
할머님,1
끓여주시는,1
찐하고,1
찐한,1
알싸한,1
다라면이,1
맛있다기,1
물씬,1
이었기에,1
만족했던,1
망설이다,1
간곳,1
없었고,1
친절하셨다,1
칠천원,1
맛보는,1
에서의,1
최애,1
될줄이야,1
꼬숩,1
같은데도,1
충실한,1
곳년전,1
평범함,1
유명한데,1
상상,1
납니다이,1
홍합,1
치셔요,1
찾는거,1
불가능,1
지나가던,1
경미,1
없냐구,1
값어치,1
하늘,1
따귀,1
때리고,1
공중,1
제비,1
삼십,1
돌하르방,1
문질러야,1
한적,1
홍해,1
삼은,1
품절,1
게으름,1
들어있는거,1
비싸다고,1
싱싱하기까지,1
해삼,1
합리,1
맛있다는데,1
그럴줄,1
먹고싶을,1
얼큰하게,1
크아,1
나는듯,1
왈여긴,1
흡사,1
부암동,1
자하,1
전골,1
왔음,1
깨끗한,1
지식,1
특별한지는,1
무거운,1
만두전골,1
겨자,1
익으면,1
마무리,1
얇고,1
먹는걸,1
맞았어요,1
만들어주신,1
비슷해서,1
싱겁다고,1
꼬들꼬들해서,1
부담,1
스럽지,1
친절하셔용,1
질도,1
괜찮네요,1
들어오시더라구요,1
기다려야겠구나,1
대도시,1
먹을데,1
들어서면,1
대응,1
안하,1
데일,1
친절,1
여분,1
기다려도,1
물어보니깐,1
내주세요,1
힘들지만,1
만두국,1
정확한,1
주소,1
바뀌,1
대기해,1
없는듯,1
편함,1
지난해,1
가정,1
해말에,1
새로,1
생긴,1
하셨더군요,1
외국인,1
변했으련,1
아롱사태,1
아내,1
중국,1
맛있으니,1
갈만,1
